world	CINCINNATI - John Kerry, telling fellow combat veterans he's their "true brother in arms," said Wednesday that President Bush's plan to withdraw U.S. troops from Europe and Asia would weaken U.S...
world	Greek sprinters Kostas Kenteris and Katerina Thanou are given random drugs tests.
world	AFP - Sporadic gunfire and shelling took place overnight in the disputed Georgian region of South Ossetia in violation of a fragile ceasefire, wounding seven Georgian servicemen.
business	Economic growth in Japan slows down as the country experiences a drop in domestic and corporate spending.
world	Reuters - Web surfers from Beijing to Berkeley\have made Google their search engine of choice, but some of\Europe's institutional investors have gone sour on the dot-com\on the eve of its initial public offering.
world	If there are any democratic quot;T #39;s quot; to be crossed and quot;I #39;s quot; to be dotted, Palestinian President Yasser Arafat did not leave one undone during his keynote speech to MPs at his West Bank headquarters in Ramallah. Arafat looked rejuvenated and emphatic as he ...
world	MIAMI - Hurricane Charley probably will not cause Floridians' insurance premiums to skyrocket like 1992's Andrew, and fewer insurers should go bankrupt from paying out damages expected to reach the billions of dollars, state and industry officials said Saturday. They say previous premium increases and overhauls made because of Andrew, the most expensive natural disaster in U.S...
tech	AP - The prospect that a tropical storm and a hurricane #151; or possibly two hurricanes #151; could strike Florida on the same day is something meteorologists say they have never seen.
world	Kostas Kenteris and Katerina Thanou's coach believes they will be cleared by the IOC.
sports	The Yankees' Alex Rodriguez , who missed Friday night's game with the flu and stayed back at the team hotel yesterday, dropped his appeal of a four-game suspension issued for his involvement in the July 24 brawl at Boston and began serving the penalty. He won't be eligible to play until Thursday at Minnesota.
world	NAJAF, Iraq (Reuters) - An Iraqi peace delegation has urged a radical Shi #39;ite cleric to call off his uprising in the city of Najaf, where US troops have been pounding militia positions near the country #39;s holiest Islamic sites.
sports	At 5 feet 8, 160 pounds, second baseman Mike Fontenot looks more like the Class AAA Ottawa Lynx's batboy than one of the Baltimore Orioles' top prospects.
world	AP - The new U.N. administrator for Kosovo took control Sunday of the Serbian province, which has remained deeply divided along ethnic lines since the end of a 1999 war.
world	Hurricane Charley - one of the most powerful storms in the nation's history - caused at least \$20 billion in damage in Florida alone.
tech	by Harry Bortman In this second and final part of the interview, Lunine explains how Huygens may help scientists understand the origin of life on Earth, even if it doesn't detect life on Titan. Astrobiology Magazine -- Titan is the only moon in our solar system with an atmosphere, and it is the organic chemistry that has been detected in that atmosphere that has sparked the imagination of planetary scientists like Lunine...
world	SEOUL (Reuters) - The chairman of South Korea #39;s ruling Uri Party resigned on Thursday after saying his father had served as a military police officer during Japan #39;s 1910-1945 colonial rule on the peninsula.
world	AP - A Belgian teenager fired off a mobile phone text message to her father that his live-in girlfriend was trying to kill her in a plea for help just before she died, authorities said.
world	MILWAUKEE - Jay Haas became the second-oldest player to be on the Ryder Cup team, joining Stewart Cink as the two captain's picks Monday for a U.S. team that will try to regain the cup from Europe next month...
world	RAMALLAH, West Bank (Reuters) - Palestinian President Yasser Arafat, under pressure to enact anti-corruption reforms, said on Wednesday that some officials had misused their posts and urged efforts to correct "all the mistakes."
world	JERUSALEM (Reuters) - Israel declared psychological war on hunger-striking Palestinian prisoners Monday, saying it would barbecue meat outside their cells to try to break their will.
world	Reuters - Raids by Sudanese forces and Arab\militiamen have worsened a desperate situation in Darfur,\rights groups say, but the United Nations said Khartoum was\making serious efforts to keep pledges to curb the violence.
sports	Avoiding the late trouble that knocked other contenders off track, Vijay Singh held a one-stroke lead over Justin Leonard heading into the final round of the P.G.A. Championship.
business	NEW YORK (Reuters) - Outback Steakhouse Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=OSI.N target=/stocks/quickinfo/fullquote"&gt;OSI.N&lt;/A&gt; on Tuesday said it lost about 130 operating days and up to \$2 million in revenue because it had to close some restaurants in the South due to Hurricane Charley.
world	Reuters - A radical Iraqi cleric leading a\Shi'ite uprising agreed on Wednesday to disarm his militia and\leave one of the country's holiest Islamic shrines after\warnings of an onslaught by government forces.
tech	AP - Meteorologists at North Carolina State University are working on a way to more accurately measure rainfall in small areas.
business	AP - Discount retailer Kmart Holding Corp. reported Monday that the company swung to a profit in the second quarter, but same-store sales were still in decline.
business	NEW YORK (Reuters) - US stocks ended higher on Tuesday, even as oil prices hit another record, as investors were encouraged by data showing an easing of inflationary pressure and a sharp rebound in the housing market.
world	LOURDES, France (Reuters) - Pope John Paul, a sick man among the sick, wound up a emotional visit to this miracle shrine Sunday and struggled with iron determination to finish a sermon in order to encourage others suffering around him.
world	NEW YORK - Buyers put a positive spin on the equity markets Wednesday, shrugging off rising crude futures as Google Inc. prepared to sell its stock in an initial public offering, albeit it at a far lower price than previously forecast...
business	NEW YORK (Reuters) - The dollar tumbled broadly on Friday after data showing a record U.S. trade deficit in June cast fresh doubts on the economy's recovery and its ability to draw foreign capital to fund the growing gap.
business	LONDON -- The U.K.'s National Health Service (NHS) has tapped IT researcher Gartner Inc. to provide market intelligence services as the health organization forges ahead with a mammoth, 5 billion (\$9.2 billion) project to upgrade its information technology infrastructure.
business	NEW YORK (Reuters) - Time is running out for prospective investors to submit their offers to buy shares of Google Inc, the Web's No. 1 search company.
world	ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event. Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...
world	Russian leader Vladimir Putin voices doubts over plans to hold elections in Iraq next month.
world	Italian police today said they had defused a bomb near the Italian prime minister Silvio Berlusconi #39;s Sardinian holiday villa, only hours after a visit by the prime minister, Tony Blair.
world	PUNTA GORDA, Fla. - As Florida residents began sweeping up the wreckage left behind by Hurricane Charley, officials on Sunday estimated damages as high as \$11 billion for insured homes alone...
tech	A 3D hologram technique could transform how experts spot forged signatures and other handwritten documents.
world	BAGHDAD (Reuters) - A delegation of Iraqi political and religious leaders flew out of Baghdad on U.S. military helicopters Tuesday, heading for Najaf in a bid to end a bloody Shi'ite uprising, delegates said.
world	Shiite cleric Moqtada Sadr signaled that he would accept pleas to dissolve his militia and vacate the sacred Imam Ali shrine in Najaf, but asked for time for further negotiations.
world	The family of the murdered journalist Daniel Pearl has appealed to American politicians not to use his name in their election campaigns.
world	ISLAMABAD, Pakistan : Aug 18 (PID) - The outgoing Ambassador of Qatar, Mr. Abdullah Falah A. Al-Dosari paid a courtesy called on the President General Pervez Musharraf here on Tuesday.
business	US officials dismiss claims of tax evasion levelled at watchmaker Swatch by two former employees.
world	Southern African leaders have agreed to a set of rules aimed at enhancing the transparency of elections and democratic rule in the region.
world	SAN JOSE, California - On the cusp of its voyage into public trading, Google's initial stock price was set at \$85 and its market value calculated at \$23 billion - less than originally expected, but still impressive for a 6-year-old dot-com dreamed up in a garage. The final initial public offering price, set through an unorthodox auction that alienated many on Wall Street, means the stock will likely debut Thursday under the symbol "GOOG" on the Nasdaq Stock Market...
tech	\\A few days ago Kerry sent around this ad:\\"Yesterday, the Bush-Cheney campaign, losing any last sense of decency, placed\a disgusting ad called "The Faces of John Kerry's Democratic Party" as the\main feature on its website. Bizarrely, and without explanation, the ad places\Adolf Hitler among those faces."\\"The Bush-Cheney campaign must pull this ad off of its website. The use of\Adolf Hitler by any campaign, politician or party is simply wrong."\\Which of course is a mistake. I went and downloaded the video (which is just\stupid btw. Not a masterpiece by any means.) and there are shots of Hitler in\there, but only from the MoveOn contest from a few months back.\\Here's the problem. The ...\\
business	Today's customers are increasingly demanding, in Asia as elsewhere in the world. Henry Astorga describes the complex reality faced by today's marketers, which includes much higher expectations than we have been used to. Today's customers want performance, and they want it now!
world	Mohamed Yousif, Sudans minister of humanitarian affairs, dismissed widespread assertions of government involvement in a vicious militia campaign against civilians in the western region.
world	VADUZ, Liechtenstein (Reuters) - The people of Liechtenstein ushered in a new era Sunday as the tiny Alpine principality welcomed a new ruler and sought to shed its image as a haven for money launderers.
tech	\\Zawodny threads off of Scoble on the IE issue:\\"I have to say, when I first read that I nearly fell off my chair laughing. I was\thinking "how stupid ARE these IE guys?!?!?!" But we all know that Microsoft is\full of smart people who care about what they're doing. So something really\doesn't compute here."\\"Last time I checked, IE wasn't even close to feature parity with Mozilla's\browsers. No popup blocking, no tabbed browsing, etc."\\"Does the IE team really not know what their product is missing?"\\Perhaps. It's highly likely that they just don't know.\\The bigger issue here is that Microsoft products can't fail and they can't\succeed. Microsoft has 40-50 billion in the bank. There ...\\
world	Here in the Gion geisha district of Japan's ancient capital, even one bad hair day can cost a girl her career. So it is no wonder that Tetsuo Ishihara is the man with the most popular hands in town.
world	Former super flyweight boxing champion Robert Quiroga has been stabbed to death in San Antonio, Texas.
world	The next few weeks may reveal whether or not Prime Minister Sharon will succeed in cobbling together a government that will implement his Gaza withdrawal plan. It is disconcerting to see how difficult he is finding it to ...
world	Phish made its farewell in Vermont this past weekend in true Phish style: playing its own musical marathon, swarmed by adoring fans and isolated from the rest of the world.
business	Post staff writer David Hilzenrath and editor Mike Flagg discuss which local executives have the sweetest deals.
business	ATLANTA (Reuters) - Home Depot Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=HD.N target=/stocks/quickinfo/fullquote"&gt;HD.N&lt;/A&gt;, the world's largest home improvement retailer, on Tuesday said quarterly profit rose, topping estimates, as technology upgrades and other store improvements helped boost sales.
world	JERUSALEM (Reuters) - Israeli Prime Minister Ariel Sharon has vowed to press ahead with his Gaza pullout plan despite a humiliating rebuff from his own party of his bid to forge a coalition with the pro-withdrawal Labour Party.
world	JERUSALEM - Israeli Prime Minister Ariel Sharon has approved bids for construction of 1,000 homes in Jewish West Bank settlements after freezing them earlier this month, amid growing friction with the United States over continued settlement expansion. The planned construction violates the internationally backed "road map" plan, accepted by Israel, which calls for a construction freeze...
world	Aug. 18 (Bloomberg) -- Road traffic to Nepal #39;s capital, Kathmandu, stopped as communist rebels began a blockade of the city to demand the release of insurgents, Reuters reported.
world	In a bombproof building, surrounded by police carrying sub-machine guns, the eight men charged with plotting chemical or radioactive attacks in Britain and the United States made their first appearance in court yesterday since their arrest ...
world	JERUSALEM - The Israeli man at the center of New Jersey Gov. James E...
world	BEIJING, Aug 18 (Reuters) - China said on Wednesday it hoped all six parties taking part in talks on the North Korea nuclear crisis would keep calm, remain flexible and continue negotiations despite inevitable difficulties.
world	AP - A bomb exploded during an Independence Day parade in India's remote northeast Sunday, killing at least 15 people, including schoolchildren, while a rocket attack during a celebration at a school in the separatist region of Kashmir injured 17, officials said.
world	AFP - US national security advisory Condoleezza Rice said that US military power on the Korean peninsula will be stronger even if 12,000 troops are withdrawn under a controversial troop withdrawal plan.
world	KHARTOUM, Sudan (Reuters) - Villagers returning to their homes in Sudan's Darfur region are living in fear of the Arab militiamen who initially drove them away, the United Nations said in a report received by Reuters Monday.
world	ATHENS, Greece - In an upset that was as historic as it was inevitable, the U.S. men's basketball team lost for only the third time ever in the Olympics on Sunday, 92-73 to Puerto Rico...
business	NEW YORK (Reuters) - Sysco Corp. &lt;SYY.N&gt;, the largest U.S. distributor of food to restaurants and hospitals, on Monday said quarterly profit rose as an extra week in the period and acquisitions helped offset the effects of higher food prices.
world	Switzerland is to hand back to Nigeria SFr622 million (\$500 million) belonging to the former ruler, Sani Abacha, and his family.
world	A bird species new to science is found by researchers on a remote island in the Philippines.
world	Reuters - Illinois residents will soon gain\access to lower-cost prescription drugs from Canada, the United\Kingdom and Ireland, sidestepping U.S. regulators' objections\to imported drugs, Gov. Rod Blagojevich said on Tuesday.
world	A 42-year-old man is charged with killing a former miner who was found on his Nottinghamshire doorstep.
world	PUNTA GORDA, Fla. - Bill Nylander survived Hurricane Charley, but the storm still managed to hurt him days after it cut a swath of destruction through his hometown...
business	Autodesk this week unwrapped an updated version of its hosted project collaboration service targeted at the construction and manufacturing industries. Autodesk Buzzsaw lets multiple, dispersed project participants -- including building owners, developers, architects, construction teams, and facility managers -- share and manage data throughout the life of a project, according to Autodesk officials.
world	Foreign Minister Alexander Downer has offered an up-beat assessment at the end of talks in Pyongyang about the North Korean nuclear crisis.
world	Residents of Boscastle are counting the cost today of the damage estimated at millions of pounds caused by a freak downpour.
world	NEW YORK - Buyers put a positive spin on equities Wednesday, shrugging off rising crude futures as Google Inc. prepared to sell its stock in an initial public offering, albeit it at a far lower price than previously forecast...
world	DAR ES SALAAM - African leaders on Wednesday declared quot;a terrorist organisation quot; the rebels who claimed the slaughter of at least 160 Congolese Tutsi refugees in Burundi, but failed to impose sanctions on their group.
world	ATHENS, Greece - Top American sprinters Jason Lezak and Ian Crocker missed the cut in the Olympic 100-meter freestyle preliminaries Tuesday, a stunning blow for a country that had always done well in the event. Pieter van den Hoogenband of the Netherlands and Australian Ian Thorpe advanced to the evening semifinal a day after dueling teenager Michael Phelps in the 200 freestyle, won by Thorpe...
business	LONDON (Reuters) - Oil prices eased from new record highs on Monday as victory for Venezuelan President Hugo Chavez in a referendum on his rule eased fears that unrest could upset the country's oil exports.
world	Police in Burundi #39;s capital Bujumbura fired tear gas at crowds today, protesting against the massacre of at least 160 Congolese Tutsis at a UN refugee camp in the west of the country.
business	NEW YORK (Reuters) - Department store operator J.C. Penney Co. Inc. &lt;A HREF="http://www.investor.reuters.com/FullQuote.aspx?ticker=JCP.N target=/stocks/quickinfo/fullquote"&gt;JCP.N&lt;/A&gt; on Tuesday posted a second-quarter profit, reversing a year-earlier loss, helped by inventory controls and strong department store sales.
world	NAGDHUNGA, Nepal (Reuters) - Maoist rebels, fighting to topple Nepal's constitutional monarchy, cut off all land routes to the Himalayan kingdom's capital on Wednesday, disrupting food and supplies to the city of 1.5 million people.
tech	Reuters - A group of technology companies\including Texas Instruments Inc. (TXN.N), STMicroelectronics\(STM.PA) and Broadcom Corp. (BRCM.O), on Thursday said they\will propose a new wireless networking standard up to 10 times\the speed of the current generation.
tech	A protein which helps increase lifespan in worms offers hope for new Parkinson's and Alzheimer's treatments.
world	WASHINGTON - Increasing numbers of National Guard and Reserve troops who have returned from war in Iraq and Afghanistan are encountering new battles with their civilian employers at home. Jobs were eliminated, benefits reduced and promotions forgotten...
world	GATUMBA, Burundi (Reuters) - Mourners covered their faces to block the smell of disinfectant and death Monday as they buried more than 160 Congolese Tutsi refugees burned, hacked and shot in an attack on their camp in western Burundi.
business	Reuters - Lowe's Cos. (LOW.N), the second-largest\home improvement retailer behind Home Depot Inc. (HD.N), on\Monday said quarterly profit rose, but trailed estimates.
world	ATHENS, Greece - Andy Roddick hit one last errant shot into the net and hung his head, his medal hopes over. A short while later, Venus Williams was gone, too...
world	German Chancellor Gerhard Schroeder confirmed on Wednesday that he and his wife have adopted a child, reported to be a girl from a Russian orphanage, but has called on the media to respect his family #39;s privacy.
world	Eight men charged with conspiracy to murder and plotting to use toxic materials or explosives are due in court.
world	TAIPEI (Reuters) - Taiwan President Chen Shui-bian proposed on Tuesday to define direct transport links with rival China as cross-Strait routes, in a bid to bypass a longstanding political dispute, but Beijing is likely to ignore him.
world	ERN, Switzerland, Aug. 18 - Almost all of the nearly \$500 million frozen in Swiss bank accounts connected with the late Nigerian dictator, Gen. Sani Abacha, was quot;obviously of criminal origin quot; and may be returned to the Nigerian ...
world	Aug. 18 (Bloomberg) -- Israeli soldiers were behind an explosion at a house used by Hamas gunmen in Gaza City that killed five Palestinians, the Israeli daily newspaper Haaretz said, citing an unidentified Israel Defense Forces official.
world	Insurers are counting the cost of Hurricane Charley in Florida, with early damage estimates reaching as high as \$14bn (7.6; 11bn euros).
business	Google has asked the Securities and Exchange Commission to make its registration statement effective at 4 pm Eastern time on Tuesday. If the company follows the usual IPO pattern, the share price would be set and the offering ...
world	AP - U.S. Rep. Barbara Cubin fended off four Republican challengers in Tuesday's primary election, securing a shot at a sixth term in this fall's general election.
world	Finally, the conflict in Darfur in western Sudan is a focal point in international diplomacy and media attention. This is the least to expect after months of bloody campaigns of murder, rape and dare I say, ethnic cleansing, starting as ...
world	WASHINGTON - Japan, Germany and many other large industrialized countries face long-term population slowdowns or declines as more young adults have fewer children or delay child-rearing, demographers say. While the world's population is expected to increase by almost 50 percent by 2050, Japan could lose 20 percent of its population over the next half-century, according to data released Tuesday by the private Population Reference Bureau...
tech	AP - NASA's Genesis spacecraft successfully adjusted its course this week as it heads back toward Earth with a sample of solar wind particles, the space agency said Wednesday.
world	NAJAF, Iraq (Reuters) - Iraq's government warned Shi'ite cleric Moqtada al-Sadr on Thursday he would face a military strike within hours unless he ended his uprising, disarmed his militia and quit a shrine in the city of Najaf.
business	Americans are spending more on tricking out the places where they swim. Here's a look at the new wave of accessories
world	LONDON: Rescue workers combed an English coastal village in north Cornwall yesterday for people missing after a flash flood caused by torrential rain hit Britain #39;s southwestern Atlantic coast.
world	AP - An explosion Thursday hit the heavily fortified Green Zone, home to Iraqi government offices and the U.S. Embassy in central Baghdad, sending up a plume of gray smoke.
business	AFP - Tearaway world oil prices, toppling records and straining wallets, present a new economic menace barely three months before the US presidential elections.
world	Reuters - The United Nations said on\Wednesday it was concerned by Sudan's lack of progress in\bringing security to Darfur, where more than a million people\have fled their homes for fear of militia attack.
business	The company that broadcast the moon landings in 1969 and kept the quot;Hotline quot; open between the White House and the Kremlin during the Seventies has been sold for \$5bn (2.7bn), including \$2bn of debt, to a private equity ...
tech	AP - Scientists looking into air quality and climate change have found pollutants from as far as Asia over New England and the Atlantic.
business	Pay for the Washington area's top executives rose significantly last year, reversing the downward trend that set in with the recession in 2001.
world	Reuters - Israeli soldiers shot and killed two\Palestinian militants near a Jewish settlement in the Gaza\Strip on Tuesday, Palestinian and Israeli sources said.
tech	AP - In a victory for environmentalists, a federal judge ruled Tuesday that the Bush administration cannot change the standards commercial fisheries must meet before the tuna they catch can carry the "dolphin-safe" label.
business	Quality Distribution is hammered after reporting a large loss for the second quarter.
world	AFP - Although polls show the US presidential race a virtual dead heat, Democrat John Kerry appears to be gaining an edge over George W. Bush among the key states that could decide the outcome.
world	SEOUL -- For years, Lee Yu Jin kept her secret. Whenever anybody asked -- and they did all the time as her celebrity as an actress and model spread -- she simply denied the rumors. No, she was not a foreigner. She was Korean.
world	AP - Cubans hit hard by hurricane Charley will receive #36;50,000 in U.S. assistance, the State Department said Friday.
world	Reuters - Villagers returning to their\homes in Sudan's Darfur region are living in fear of the Arab\militiamen who initially drove them away, the United Nations\said in a report received by Reuters Monday.
world	Reuters - Iraqi political and religious leaders\prepared to go to the holy city of Najaf on Tuesday in a\last-ditch bid to persuade a radical Shi'ite cleric to end a\rebellion that has killed hundreds and rattled oil markets.
world	ISLAMABAD: Pakistan #39;s Finance Minister Shaukat Aziz, a former banker credited with its economic reforms, will take over as prime minister next week following his thumping National Assembly by-election victories on Wednesday.
business	The company's results show that it's not grim all over tech world. Just all of it that isn't Dell.
world	Aug. 19 (Bloomberg) -- UK Prime Minister Tony Blair has changed his holiday plans following Wednesday #39;s discovery of two explosive devices near Italian Prime Minister Silvio Berlusconi #39;s Sardinian villa, where he had been staying, Il Corriere della Sera ...
tech	AP - The Forest Service exaggerated the effect of wildfires on California spotted owls in justifying a planned increase in logging in the Sierra Nevada, according to a longtime agency expert who worked on the plan.
tech	NEW YORK (Reuters) - The mystery of what went wrong for the software industry in late June when sales stalled at more than 20 brand-name companies is not even close to being solved although the third quarter is nearly halfway over.
world	PUNTA GORDA, Fla. - Residents left homeless by Hurricane Charley's 145 mph winds dug through their ravaged homes on Sunday, sweeping up shattered glass and rescuing what they could as President Bush promised rapid delivery of disaster aid...
world	HAVEN, Wis. - Vijay Singh shot a 4-over 76 to eke into a three-way playoff Sunday, then made his only birdie of the day on the first of three extra holes to beat Justin Leonard and Chris DiMarco in the PGA Championship at Whistling Straits...
world	AFP - The life of a football manager in the English Premiership is frantic, pressured and apt to end in sometimes arbitrary dismissal. But now under-fire bosses can predict when they might face the sack -- using the weather.
world	Eight suspects, including a man identified in the United States as a senior al-Qaeda figure, appeared in court under heavy guard, as police investigated an alleged plot to commit murder and to cause mayhem with chemicals, radioactive materials, toxic ...
world	BAGHDAD (Reuters) - Iraqi delegates to a conference choosing a national assembly said Wednesday that radical Shi #39;ite cleric Moqtada al-Sadr had agreed to government demands to end an uprising in the holy city of Najaf.
business	NEW YORK (Reuters) - Intelsat Ltd., the world's second-largest satellite operator, said on Monday it agreed to be bought by a consortium of four private equity firms for \$5 billion, including assumption of \$2 billion of debt.
tech	Tonight's annual Perseid meteor shower is likely to be a spectacular show of shooting stars zipping across the night sky, according to astronomers.
world	AFP - Australia's opposition has clawed back a potentially election-winning lead, boosted by its insistence on extra protection for cheap prescription medicines, two new polls showed.
world	AFP - Eight men arrested in anti-terrorist raids two weeks ago were set to appear in a high-security court in London on charges of conspiracy to murder and plotting radioactive, chemical or explosive attacks.
business	For Jeffrey J. Steiner, chairman and chief executive of Fairchild Corp., nearly \$2.5 million in salary last year was just the beginning.
world	AP - Venezuela's oil industry will enter a new period of stability and growth after Sunday's referendum on Hugo Chavez's presidency, the president of the state-run oil company said Sunday.
tech	AP - Britain granted its first license for human cloning Wednesday, joining South Korea on the leading edge of stem cell research, which is restricted by the Bush administration and which many scientists believe may lead to new treatments for a range of diseases.
business	NEW YORK -- A drop in oil prices and upbeat outlooks from Wal-Mart and Lowe's helped send stocks sharply higher yesterday, with the swing exaggerated by thin late summer trading. The Dow Jones industrials surged nearly 130 points.
world	ISLAMABAD (Reuters) - The father of a computer engineer detained in Pakistan last month for suspected links with al Qaeda filed a petition Tuesday calling for his son to be produced in court and urging authorities not to extradite him.
world	The United Nations is marking the first anniversary of the bombing of UN headquarters in Baghdad that killed 22 people, including the world body #39;s top envoy to Iraq Sergio Vieira de Mello.
business	A Republican running for Congress has received heavy donations from industry because of expectations over posts she may receive if she loses and President Bush wins.
tech	PROVIDENCE, R.I. (Reuters) - Was absenteeism a little high on Tuesday among the guys at the office? EA Sports would like to think it was because "Madden NFL 2005" came out that day, and some fans of the football simulation are rabid enough to take a sick day to play it.
business	Many of Corporate Washington's executives and board members have side deals with the companies they oversee.
world	Timing of new building in West Bank linked to political survival instincts of Ariel Sharon. In a move that caught both the international community and the Bush administration by surprise, the government of Israel Tuesdayissued contract proposals for 1,001 ...
world	LONDON (Reuters) - After torrential rain caused flash flooding in southern England and a landslide in Scotland this week, meteorologists on Thursday forecast more heavy downpours and urged people to heed bad weather warnings.
world	Success at the Games could boost the popularity of a sport unfamiliar to Greeks.
world	NEW YORK - U.S. stocks are seen slightly lower at the open Thursday as investors take some cash off the table after Wednesday's sharp rally...
tech	European Space Agency -- ESAs quartet of space-weather watchers, Cluster, has discovered vortices of ejected solar material high above the Earth. The superheated gases trapped in these structures are probably tunnelling their way into the Earths magnetic bubble, the magnetosphere...
tech	AP - NASA said Tuesday it is moving ahead with plans to send a robot to the rescue of the aging Hubble Space Telescope.
world	AFP - Oil prices were slightly lower in Asian trading on easing concerns over supply disruptions but were still hovering near record highs, dealers said.
world	Delegates to the Iraqi national conference in Baghdad are holding an unscheduled fourth day of talks.
world	Aug. 19 (Bloomberg) -- Australian Foreign Minister Alexander Downer said he used his visit to North Korea to call on the communist country to attend the next round of six-nation talks on dismantling its nuclear program.
world	AFP - Australian resources firm BHP Billiton is expected to post sharply higher earnings in the year to June aided by rising commodities prices, high production levels and continued strong demand from China, analysts said.
tech	Doom 3 goes on sale in the UK at a time of renewed concerns over violence in video games.
world	Reuters - Grieving relatives on Monday cremated victims, mostly women and children, of a separatist bombing in northeastern India, while hundreds of angry people rallied against the rising bloodshed.
world	AP - The State Department is advising Americans traveling or living in Laos to take precautions and avoid areas likely to be hit by continuing violence.
